Model,MSO4102B-L
Firmware Version,3.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,1
Horizontal Delay,0
Sample Interval,0.0001
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Vertical Position,-3.02
,
,
,
Label,
TIME,CH1
2.819500e+00,0.03
2.819600e+00,0.03
2.819700e+00,0.0324
2.819800e+00,0.0308
2.819900e+00,0.0308
2.820000e+00,0.0308
2.820100e+00,0.0316
2.820200e+00,0.034
2.820300e+00,0.0332
2.820400e+00,0.0348
2.820500e+00,0.0348
2.820600e+00,0.0372
2.820700e+00,0.0348
2.820800e+00,0.0364
2.820900e+00,0.0372
2.821000e+00,0.0372
2.821100e+00,0.0388
2.821200e+00,0.0388
2.821300e+00,0.0412
2.821400e+00,0.0404
2.821500e+00,0.0412
2.821600e+00,0.0412
2.821700e+00,0.0444
2.821800e+00,0.0436
2.821900e+00,0.0452
2.822000e+00,0.0444
2.822100e+00,0.0476
2.822200e+00,0.0492
2.822300e+00,0.0492
2.822400e+00,0.0492
2.822500e+00,0.0492
2.822600e+00,0.0524
2.822700e+00,0.0532
2.822800e+00,0.0564
2.822900e+00,0.0564
2.823000e+00,0.0556
2.823100e+00,0.0588
2.823200e+00,0.058
2.823300e+00,0.0588
2.823400e+00,0.0596
2.823500e+00,0.0588
2.823600e+00,0.0596
2.823700e+00,0.0604
2.823800e+00,0.0628
2.823900e+00,0.0628
2.824000e+00,0.0628
2.824100e+00,0.0636
2.824200e+00,0.0636
2.824300e+00,0.062
2.824400e+00,0.0636
2.824500e+00,0.0644
2.824600e+00,0.0644
2.824700e+00,0.0644
2.824800e+00,0.0652
2.824900e+00,0.0644
2.825000e+00,0.0652
2.825100e+00,0.0652
2.825200e+00,0.0652
2.825300e+00,0.0644
2.825400e+00,0.0652
2.825500e+00,0.062
2.825600e+00,0.0628
2.825700e+00,0.0628
2.825800e+00,0.062
2.825900e+00,0.0636
2.826000e+00,0.062
2.826100e+00,0.062
2.826200e+00,0.0628
2.826300e+00,0.062
2.826400e+00,0.0604
2.826500e+00,0.0612
2.826600e+00,0.0612
2.826700e+00,0.0588
2.826800e+00,0.0612
2.826900e+00,0.0604
2.827000e+00,0.0604
2.827100e+00,0.0612
2.827200e+00,0.0604
2.827300e+00,0.0612
2.827400e+00,0.0596
2.827500e+00,0.0604
2.827600e+00,0.0604
2.827700e+00,0.0604
2.827800e+00,0.062
2.827900e+00,0.0612
2.828000e+00,0.0612
2.828100e+00,0.0612
2.828200e+00,0.062
2.828300e+00,0.0636
2.828400e+00,0.0636
2.828500e+00,0.0628
2.828600e+00,0.0644
2.828700e+00,0.0652
2.828800e+00,0.0644
2.828900e+00,0.0652
2.829000e+00,0.0652
2.829100e+00,0.066
2.829200e+00,0.0668
2.829300e+00,0.066
2.829400e+00,0.0668
2.829500e+00,0.0676
2.829600e+00,0.0692
2.829700e+00,0.07
2.829800e+00,0.0708
2.829900e+00,0.07
2.830000e+00,0.0716
2.830100e+00,0.0724
2.830200e+00,0.0732
2.830300e+00,0.074
2.830400e+00,0.0748
2.830500e+00,0.0756
2.830600e+00,0.0756
2.830700e+00,0.0772
2.830800e+00,0.0772
2.830900e+00,0.078
2.831000e+00,0.078
2.831100e+00,0.078
2.831200e+00,0.078
2.831300e+00,0.0804
2.831400e+00,0.0804
2.831500e+00,0.0804
2.831600e+00,0.0804
2.831700e+00,0.0804
2.831800e+00,0.0796
2.831900e+00,0.0796
2.832000e+00,0.0788
2.832100e+00,0.0796
2.832200e+00,0.0796
2.832300e+00,0.0796
2.832400e+00,0.078
2.832500e+00,0.0788
2.832600e+00,0.0788
2.832700e+00,0.0788
2.832800e+00,0.0772
2.832900e+00,0.0772
2.833000e+00,0.0772
2.833100e+00,0.078
2.833200e+00,0.078
2.833300e+00,0.0772
2.833400e+00,0.0764
2.833500e+00,0.0764
2.833600e+00,0.0764
2.833700e+00,0.0748
2.833800e+00,0.0732
2.833900e+00,0.074
2.834000e+00,0.0732
2.834100e+00,0.0732
2.834200e+00,0.0724
2.834300e+00,0.0748
2.834400e+00,0.0724
2.834500e+00,0.0724
2.834600e+00,0.074
2.834700e+00,0.0716
2.834800e+00,0.0732
2.834900e+00,0.0716
2.835000e+00,0.0716
2.835100e+00,0.0716
2.835200e+00,0.0724
2.835300e+00,0.0708
2.835400e+00,0.0692
2.835500e+00,0.07
2.835600e+00,0.07
2.835700e+00,0.0708
2.835800e+00,0.0708
2.835900e+00,0.0708
2.836000e+00,0.07
2.836100e+00,0.0692
2.836200e+00,0.07
2.836300e+00,0.0692
2.836400e+00,0.0708
2.836500e+00,0.0708
2.836600e+00,0.0708
2.836700e+00,0.0716
2.836800e+00,0.07
2.836900e+00,0.0724
2.837000e+00,0.0724
2.837100e+00,0.07
2.837200e+00,0.0716
2.837300e+00,0.0716
2.837400e+00,0.0724
2.837500e+00,0.0716
2.837600e+00,0.0732
2.837700e+00,0.074
2.837800e+00,0.0732
2.837900e+00,0.074
2.838000e+00,0.074
2.838100e+00,0.0756
2.838200e+00,0.0764
2.838300e+00,0.0764
2.838400e+00,0.078
2.838500e+00,0.0756
2.838600e+00,0.078
2.838700e+00,0.0772
2.838800e+00,0.078
2.838900e+00,0.0788
2.839000e+00,0.0804
2.839100e+00,0.078
2.839200e+00,0.0804
2.839300e+00,0.0804
2.839400e+00,0.0804
2.839500e+00,0.0812
2.839600e+00,0.082
2.839700e+00,0.082
2.839800e+00,0.0836
2.839900e+00,0.0844
2.840000e+00,0.0836
2.840100e+00,0.0844
2.840200e+00,0.0852
2.840300e+00,0.0852
2.840400e+00,0.086
2.840500e+00,0.0868
2.840600e+00,0.0852
2.840700e+00,0.0876
2.840800e+00,0.0876
2.840900e+00,0.0884
2.841000e+00,0.0892
2.841100e+00,0.0876
2.841200e+00,0.0884
2.841300e+00,0.0892
2.841400e+00,0.0884
2.841500e+00,0.0884
2.841600e+00,0.0876
2.841700e+00,0.0876
2.841800e+00,0.0876
2.841900e+00,0.0852
2.842000e+00,0.0868
2.842100e+00,0.0876
2.842200e+00,0.0892
2.842300e+00,0.0876
2.842400e+00,0.0884
2.842500e+00,0.086
2.842600e+00,0.0868
2.842700e+00,0.0868
2.842800e+00,0.086
2.842900e+00,0.0868
2.843000e+00,0.086
2.843100e+00,0.086
2.843200e+00,0.0868
2.843300e+00,0.086
2.843400e+00,0.0852
2.843500e+00,0.0852
2.843600e+00,0.0844
2.843700e+00,0.0844
2.843800e+00,0.0852
2.843900e+00,0.0844
2.844000e+00,0.0828
2.844100e+00,0.082
2.844200e+00,0.0828
2.844300e+00,0.0828
2.844400e+00,0.082
2.844500e+00,0.0812
2.844600e+00,0.0812
2.844700e+00,0.0804
2.844800e+00,0.0796
2.844900e+00,0.078
2.845000e+00,0.078
2.845100e+00,0.078
2.845200e+00,0.078
2.845300e+00,0.078
2.845400e+00,0.0764
2.845500e+00,0.0764
2.845600e+00,0.0812
2.845700e+00,0.0764
2.845800e+00,0.0764
2.845900e+00,0.0756
2.846000e+00,0.0756
2.846100e+00,0.074
2.846200e+00,0.0748
2.846300e+00,0.0764
2.846400e+00,0.074
2.846500e+00,0.074
2.846600e+00,0.0748
2.846700e+00,0.0748
2.846800e+00,0.0748
2.846900e+00,0.074
2.847000e+00,0.0732
2.847100e+00,0.0748
2.847200e+00,0.074
2.847300e+00,0.074
2.847400e+00,0.0748
2.847500e+00,0.074
2.847600e+00,0.0756
2.847700e+00,0.074
2.847800e+00,0.074
2.847900e+00,0.074
2.848000e+00,0.074
2.848100e+00,0.0732
2.848200e+00,0.0716
2.848300e+00,0.0724
2.848400e+00,0.074
2.848500e+00,0.074
2.848600e+00,0.0732
2.848700e+00,0.0748
2.848800e+00,0.074
2.848900e+00,0.074
2.849000e+00,0.0724
2.849100e+00,0.0732
2.849200e+00,0.0748
2.849300e+00,0.0724
2.849400e+00,0.074
2.849500e+00,0.0748
2.849600e+00,0.074
2.849700e+00,0.074
2.849800e+00,0.0732
2.849900e+00,0.0724
2.850000e+00,0.0748
2.850100e+00,0.0708
2.850200e+00,0.0724
2.850300e+00,0.0692
2.850400e+00,0.0684
2.850500e+00,0.0652
2.850600e+00,0.0652
2.850700e+00,0.0636
2.850800e+00,0.0612
2.850900e+00,0.0572
2.851000e+00,0.0556
2.851100e+00,0.0508
2.851200e+00,0.0444
2.851300e+00,0.0404
2.851400e+00,0.0348
2.851500e+00,0.0316
2.851600e+00,0.0292
2.851700e+00,0.0276
2.851800e+00,0.0268
2.851900e+00,0.0284
2.852000e+00,0.0292
2.852100e+00,0.0332
2.852200e+00,0.0364
2.852300e+00,0.0412
2.852400e+00,0.046
2.852500e+00,0.05
2.852600e+00,0.0548
2.852700e+00,0.0572
2.852800e+00,0.0588
2.852900e+00,0.0612
2.853000e+00,0.0644
2.853100e+00,0.066
2.853200e+00,0.0692
2.853300e+00,0.07
2.853400e+00,0.0708
2.853500e+00,0.0724
2.853600e+00,0.0732
2.853700e+00,0.0716
2.853800e+00,0.0732
2.853900e+00,0.074
2.854000e+00,0.0748
2.854100e+00,0.074
2.854200e+00,0.0748
2.854300e+00,0.0748
2.854400e+00,0.0732
2.854500e+00,0.0748
2.854600e+00,0.0732
2.854700e+00,0.0748
2.854800e+00,0.0724
2.854900e+00,0.0732
2.855000e+00,0.0716
2.855100e+00,0.0692
2.855200e+00,0.0708
2.855300e+00,0.0708
2.855400e+00,0.0692
2.855500e+00,0.0684
2.855600e+00,0.0676
2.855700e+00,0.0692
2.855800e+00,0.0684
2.855900e+00,0.0668
2.856000e+00,0.0676
2.856100e+00,0.0652
2.856200e+00,0.0652
2.856300e+00,0.0636
2.856400e+00,0.062
2.856500e+00,0.0636
2.856600e+00,0.062
2.856700e+00,0.062
2.856800e+00,0.0612
2.856900e+00,0.0604
2.857000e+00,0.0612
2.857100e+00,0.062
2.857200e+00,0.0612
2.857300e+00,0.0604
2.857400e+00,0.0596
2.857500e+00,0.0604
2.857600e+00,0.0596
2.857700e+00,0.0612
2.857800e+00,0.0612
2.857900e+00,0.062
2.858000e+00,0.0604
2.858100e+00,0.0604
2.858200e+00,0.0604
2.858300e+00,0.0604
2.858400e+00,0.0612
2.858500e+00,0.0612
2.858600e+00,0.0636
2.858700e+00,0.0612
2.858800e+00,0.0612
2.858900e+00,0.0636
2.859000e+00,0.0644
2.859100e+00,0.0644
2.859200e+00,0.0636
2.859300e+00,0.0652
2.859400e+00,0.0652
2.859500e+00,0.0652
2.859600e+00,0.0668
2.859700e+00,0.0652
2.859800e+00,0.0652
2.859900e+00,0.066
2.860000e+00,0.066
2.860100e+00,0.066
2.860200e+00,0.066
2.860300e+00,0.0644
2.860400e+00,0.0652
2.860500e+00,0.0652
2.860600e+00,0.0636
2.860700e+00,0.0636
2.860800e+00,0.0636
2.860900e+00,0.0628
2.861000e+00,0.0636
2.861100e+00,0.062
2.861200e+00,0.0628
2.861300e+00,0.0628
2.861400e+00,0.0628
2.861500e+00,0.0612
2.861600e+00,0.0628
2.861700e+00,0.0604
2.861800e+00,0.062
2.861900e+00,0.0612
2.862000e+00,0.0604
2.862100e+00,0.0604
2.862200e+00,0.0612
2.862300e+00,0.0612
2.862400e+00,0.0628
2.862500e+00,0.062
2.862600e+00,0.0628
2.862700e+00,0.062
2.862800e+00,0.0628
2.862900e+00,0.0628
2.863000e+00,0.0628
2.863100e+00,0.0628
2.863200e+00,0.0644
2.863300e+00,0.0652
2.863400e+00,0.0652
2.863500e+00,0.0652
2.863600e+00,0.066
2.863700e+00,0.0684
2.863800e+00,0.0708
2.863900e+00,0.07
2.864000e+00,0.07
2.864100e+00,0.0708
2.864200e+00,0.0716
2.864300e+00,0.0724
2.864400e+00,0.0732
2.864500e+00,0.0732
2.864600e+00,0.074
2.864700e+00,0.0756
2.864800e+00,0.0748
2.864900e+00,0.0764
2.865000e+00,0.0764
2.865100e+00,0.0772
2.865200e+00,0.0804
2.865300e+00,0.0796
2.865400e+00,0.0796
2.865500e+00,0.0804
2.865600e+00,0.0812
2.865700e+00,0.082
2.865800e+00,0.0828
2.865900e+00,0.0836
2.866000e+00,0.0844
2.866100e+00,0.0844
2.866200e+00,0.0836
2.866300e+00,0.0844
2.866400e+00,0.0844
2.866500e+00,0.0852
2.866600e+00,0.082
2.866700e+00,0.0852
2.866800e+00,0.0852
2.866900e+00,0.0844
2.867000e+00,0.0852
2.867100e+00,0.0836
2.867200e+00,0.0836
2.867300e+00,0.0844
2.867400e+00,0.0828
2.867500e+00,0.0828
2.867600e+00,0.082
2.867700e+00,0.0828
2.867800e+00,0.082
2.867900e+00,0.0828
2.868000e+00,0.0812
2.868100e+00,0.082
2.868200e+00,0.0804
2.868300e+00,0.0796
2.868400e+00,0.0788
2.868500e+00,0.0788
2.868600e+00,0.078
2.868700e+00,0.0788
2.868800e+00,0.0772
2.868900e+00,0.0788
2.869000e+00,0.0764
2.869100e+00,0.078
2.869200e+00,0.0764
2.869300e+00,0.0756
2.869400e+00,0.0764
2.869500e+00,0.0756
2.869600e+00,0.0756
2.869700e+00,0.0756
2.869800e+00,0.0756
2.869900e+00,0.0748
2.870000e+00,0.0748
2.870100e+00,0.0756
2.870200e+00,0.0764
2.870300e+00,0.0756
2.870400e+00,0.0748
2.870500e+00,0.0756
2.870600e+00,0.0756
2.870700e+00,0.0772
2.870800e+00,0.0772
2.870900e+00,0.0748
2.871000e+00,0.0748
2.871100e+00,0.0748
2.871200e+00,0.0756
2.871300e+00,0.0716
2.871400e+00,0.0772
2.871500e+00,0.0772
2.871600e+00,0.0764
2.871700e+00,0.078
2.871800e+00,0.078
2.871900e+00,0.0772
2.872000e+00,0.0788
2.872100e+00,0.0788
2.872200e+00,0.078
2.872300e+00,0.0788
2.872400e+00,0.0788
2.872500e+00,0.0804
2.872600e+00,0.0812
2.872700e+00,0.0812
2.872800e+00,0.0812
2.872900e+00,0.0828
2.873000e+00,0.0836
2.873100e+00,0.0804
2.873200e+00,0.0828
2.873300e+00,0.0828
2.873400e+00,0.0828
2.873500e+00,0.0828
2.873600e+00,0.0836
2.873700e+00,0.0852
2.873800e+00,0.0852
2.873900e+00,0.0852
2.874000e+00,0.0852
2.874100e+00,0.0876
2.874200e+00,0.086
2.874300e+00,0.0868
2.874400e+00,0.0876
2.874500e+00,0.0876
2.874600e+00,0.09
2.874700e+00,0.09
2.874800e+00,0.0892
2.874900e+00,0.0908
2.875000e+00,0.0916
2.875100e+00,0.0908
2.875200e+00,0.0932
2.875300e+00,0.0932
2.875400e+00,0.0948
2.875500e+00,0.0948
2.875600e+00,0.094
2.875700e+00,0.0948
2.875800e+00,0.0948
2.875900e+00,0.0948
2.876000e+00,0.0972
2.876100e+00,0.0964
2.876200e+00,0.0964
2.876300e+00,0.0956
2.876400e+00,0.0972
2.876500e+00,0.098
2.876600e+00,0.0964
2.876700e+00,0.0964
2.876800e+00,0.0972
2.876900e+00,0.098
2.877000e+00,0.098
2.877100e+00,0.0996
2.877200e+00,0.0972
2.877300e+00,0.0996
2.877400e+00,0.0988
2.877500e+00,0.0972
2.877600e+00,0.0988
2.877700e+00,0.0988
2.877800e+00,0.0988
2.877900e+00,0.0996
2.878000e+00,0.098
2.878100e+00,0.0972
2.878200e+00,0.0972
2.878300e+00,0.098
2.878400e+00,0.0964
2.878500e+00,0.0988
2.878600e+00,0.098
2.878700e+00,0.0964
2.878800e+00,0.0972
2.878900e+00,0.0964
2.879000e+00,0.0964
2.879100e+00,0.0972
2.879200e+00,0.094
2.879300e+00,0.0964
2.879400e+00,0.0956
2.879500e+00,0.0956
2.879600e+00,0.0956
2.879700e+00,0.0956
2.879800e+00,0.094
2.879900e+00,0.094
2.880000e+00,0.094
2.880100e+00,0.0908
2.880200e+00,0.094
2.880300e+00,0.0924
2.880400e+00,0.0924
2.880500e+00,0.0916
2.880600e+00,0.09
2.880700e+00,0.0892
2.880800e+00,0.09
2.880900e+00,0.0908
2.881000e+00,0.0868
2.881100e+00,0.0884
2.881200e+00,0.0876
2.881300e+00,0.086
2.881400e+00,0.086
2.881500e+00,0.086
2.881600e+00,0.0852
2.881700e+00,0.0844
2.881800e+00,0.0884
2.881900e+00,0.0852
2.882000e+00,0.0844
2.882100e+00,0.0844
2.882200e+00,0.0836
2.882300e+00,0.0828
2.882400e+00,0.0828
2.882500e+00,0.0828
2.882600e+00,0.0828
2.882700e+00,0.0828
2.882800e+00,0.0828
2.882900e+00,0.0828
2.883000e+00,0.0836
2.883100e+00,0.082
2.883200e+00,0.0812
2.883300e+00,0.0804
2.883400e+00,0.0804
2.883500e+00,0.0796
2.883600e+00,0.0804
2.883700e+00,0.0812
2.883800e+00,0.0812
2.883900e+00,0.0788
2.884000e+00,0.0804
2.884100e+00,0.0788
2.884200e+00,0.0796
2.884300e+00,0.0804
2.884400e+00,0.0804
2.884500e+00,0.0796
2.884600e+00,0.0804
2.884700e+00,0.0812
2.884800e+00,0.0812
2.884900e+00,0.0796
2.885000e+00,0.0796
2.885100e+00,0.0796
2.885200e+00,0.0796
2.885300e+00,0.078
2.885400e+00,0.0788
2.885500e+00,0.0804
2.885600e+00,0.0804
2.885700e+00,0.0796
2.885800e+00,0.0804
2.885900e+00,0.0804
2.886000e+00,0.0796
2.886100e+00,0.0796
2.886200e+00,0.0804
2.886300e+00,0.0812
2.886400e+00,0.0804
2.886500e+00,0.0796
2.886600e+00,0.0804
2.886700e+00,0.0812
2.886800e+00,0.0812
2.886900e+00,0.0812
2.887000e+00,0.082
2.887100e+00,0.0828
2.887200e+00,0.0828
2.887300e+00,0.0852
2.887400e+00,0.0836
2.887500e+00,0.0836
2.887600e+00,0.0852
2.887700e+00,0.086
2.887800e+00,0.0844
2.887900e+00,0.0852
2.888000e+00,0.0852
2.888100e+00,0.0868
2.888200e+00,0.0876
2.888300e+00,0.0892
2.888400e+00,0.09
2.888500e+00,0.0884
2.888600e+00,0.0892
2.888700e+00,0.09
2.888800e+00,0.0892
2.888900e+00,0.0908
2.889000e+00,0.0916
2.889100e+00,0.0908
2.889200e+00,0.0916
2.889300e+00,0.0916
2.889400e+00,0.0916
2.889500e+00,0.0908
2.889600e+00,0.0924
2.889700e+00,0.0916
2.889800e+00,0.094
2.889900e+00,0.0924
2.890000e+00,0.0924
2.890100e+00,0.0924
2.890200e+00,0.094
2.890300e+00,0.094
2.890400e+00,0.094
2.890500e+00,0.0948
2.890600e+00,0.0916
2.890700e+00,0.0924
2.890800e+00,0.0956
2.890900e+00,0.094
2.891000e+00,0.0932
2.891100e+00,0.0932
2.891200e+00,0.0956
2.891300e+00,0.0932
2.891400e+00,0.094
2.891500e+00,0.0948
2.891600e+00,0.0932
2.891700e+00,0.094
2.891800e+00,0.0924
2.891900e+00,0.0924
2.892000e+00,0.0916
2.892100e+00,0.0916
2.892200e+00,0.0908
2.892300e+00,0.0908
2.892400e+00,0.0916
2.892500e+00,0.0884
2.892600e+00,0.0884
2.892700e+00,0.086
2.892800e+00,0.0836
2.892900e+00,0.0836
2.893000e+00,0.0844
2.893100e+00,0.0828
2.893200e+00,0.082
2.893300e+00,0.0788
2.893400e+00,0.0796
2.893500e+00,0.0796
2.893600e+00,0.0796
2.893700e+00,0.0788
2.893800e+00,0.0788
2.893900e+00,0.0788
2.894000e+00,0.078
2.894100e+00,0.0788
2.894200e+00,0.0804
2.894300e+00,0.0788
2.894400e+00,0.0804
2.894500e+00,0.0812
2.894600e+00,0.0796
2.894700e+00,0.0812
2.894800e+00,0.082
2.894900e+00,0.0804
2.895000e+00,0.082
2.895100e+00,0.0804
2.895200e+00,0.0812
2.895300e+00,0.0812
2.895400e+00,0.082
2.895500e+00,0.0796
2.895600e+00,0.0804
2.895700e+00,0.0788
2.895800e+00,0.0788
2.895900e+00,0.0804
2.896000e+00,0.0788
2.896100e+00,0.0796
2.896200e+00,0.0772
2.896300e+00,0.0796
2.896400e+00,0.078
2.896500e+00,0.0772
2.896600e+00,0.0796
2.896700e+00,0.0764
2.896800e+00,0.0788
2.896900e+00,0.0788
2.897000e+00,0.0756
2.897100e+00,0.0764
2.897200e+00,0.0764
2.897300e+00,0.0756
2.897400e+00,0.074
2.897500e+00,0.0748
2.897600e+00,0.0756
2.897700e+00,0.0748
2.897800e+00,0.0732
2.897900e+00,0.0764
2.898000e+00,0.074
2.898100e+00,0.0748
2.898200e+00,0.0732
2.898300e+00,0.074
2.898400e+00,0.0724
2.898500e+00,0.0732
2.898600e+00,0.0724
2.898700e+00,0.074
2.898800e+00,0.074
2.898900e+00,0.0732
2.899000e+00,0.0732
2.899100e+00,0.0732
2.899200e+00,0.0732
2.899300e+00,0.0716
2.899400e+00,0.0724
2.899500e+00,0.0748
2.899600e+00,0.0724
2.899700e+00,0.0732
2.899800e+00,0.0724
2.899900e+00,0.0724
2.900000e+00,0.074
2.900100e+00,0.0732
2.900200e+00,0.0732
2.900300e+00,0.0756
2.900400e+00,0.0756
2.900500e+00,0.0756
2.900600e+00,0.0764
2.900700e+00,0.0764
2.900800e+00,0.0772
2.900900e+00,0.0764
2.901000e+00,0.078
2.901100e+00,0.0764
2.901200e+00,0.0796
2.901300e+00,0.0764
2.901400e+00,0.078
2.901500e+00,0.0788
2.901600e+00,0.0804
2.901700e+00,0.078
2.901800e+00,0.0804
2.901900e+00,0.0796
2.902000e+00,0.0788
2.902100e+00,0.0796
2.902200e+00,0.0788
2.902300e+00,0.078
2.902400e+00,0.0796
2.902500e+00,0.0788
2.902600e+00,0.0796
2.902700e+00,0.0796
2.902800e+00,0.0796
2.902900e+00,0.0788
2.903000e+00,0.0772
2.903100e+00,0.0788
2.903200e+00,0.0772
2.903300e+00,0.0788
2.903400e+00,0.078
2.903500e+00,0.0764
2.903600e+00,0.0772
2.903700e+00,0.0748
2.903800e+00,0.0756
2.903900e+00,0.074
2.904000e+00,0.0732
2.904100e+00,0.074
2.904200e+00,0.0716
2.904300e+00,0.0724
2.904400e+00,0.0716
2.904500e+00,0.0708
2.904600e+00,0.0692
2.904700e+00,0.0692
2.904800e+00,0.0676
2.904900e+00,0.0684
2.905000e+00,0.0668
2.905100e+00,0.0668
2.905200e+00,0.066
2.905300e+00,0.0652
2.905400e+00,0.0628
2.905500e+00,0.0628
2.905600e+00,0.062
2.905700e+00,0.0628
2.905800e+00,0.0628
2.905900e+00,0.0604
2.906000e+00,0.062
2.906100e+00,0.062
2.906200e+00,0.0612
2.906300e+00,0.062
2.906400e+00,0.0612
2.906500e+00,0.0604
2.906600e+00,0.0612
2.906700e+00,0.062
2.906800e+00,0.062
2.906900e+00,0.0628
2.907000e+00,0.0604
2.907100e+00,0.0628
2.907200e+00,0.0644
2.907300e+00,0.0644
2.907400e+00,0.0652
2.907500e+00,0.0628
2.907600e+00,0.0644
2.907700e+00,0.066
2.907800e+00,0.0668
2.907900e+00,0.0652
2.908000e+00,0.0668
2.908100e+00,0.0676
2.908200e+00,0.0684
2.908300e+00,0.0708
2.908400e+00,0.07
2.908500e+00,0.0724
2.908600e+00,0.0708
2.908700e+00,0.0708
2.908800e+00,0.0724
2.908900e+00,0.0716
2.909000e+00,0.074
2.909100e+00,0.0732
2.909200e+00,0.0748
2.909300e+00,0.0748
2.909400e+00,0.0748
2.909500e+00,0.0756
2.909600e+00,0.074
2.909700e+00,0.0748
2.909800e+00,0.0756
2.909900e+00,0.0748
2.910000e+00,0.0732
2.910100e+00,0.074
2.910200e+00,0.074
2.910300e+00,0.0732
2.910400e+00,0.0724
2.910500e+00,0.0724
2.910600e+00,0.0724
2.910700e+00,0.0716
2.910800e+00,0.0716
2.910900e+00,0.0708
2.911000e+00,0.0716
2.911100e+00,0.0692
2.911200e+00,0.0676
2.911300e+00,0.0692
2.911400e+00,0.0684
2.911500e+00,0.0668
2.911600e+00,0.066
2.911700e+00,0.0676
2.911800e+00,0.066
2.911900e+00,0.066
2.912000e+00,0.066
2.912100e+00,0.0644
2.912200e+00,0.0652
2.912300e+00,0.062
2.912400e+00,0.062
2.912500e+00,0.0612
2.912600e+00,0.0604
2.912700e+00,0.0596
2.912800e+00,0.058
2.912900e+00,0.0564
2.913000e+00,0.0556
2.913100e+00,0.0524
2.913200e+00,0.0492
2.913300e+00,0.0476
2.913400e+00,0.0452
2.913500e+00,0.0396
2.913600e+00,0.0348
2.913700e+00,0.0316
2.913800e+00,0.0268
2.913900e+00,0.0204
2.914000e+00,0.0156
2.914100e+00,0.0124
2.914200e+00,0.0108
2.914300e+00,0.0092
2.914400e+00,0.0084
2.914500e+00,0.0092
2.914600e+00,0.0124
2.914700e+00,0.0156
2.914800e+00,0.022
2.914900e+00,0.0252
2.915000e+00,0.0324
2.915100e+00,0.0372
2.915200e+00,0.0404
2.915300e+00,0.0436
2.915400e+00,0.0492
2.915500e+00,0.0516
2.915600e+00,0.0548
2.915700e+00,0.058
2.915800e+00,0.0612
2.915900e+00,0.0636
2.916000e+00,0.0652
2.916100e+00,0.0668
2.916200e+00,0.07
2.916300e+00,0.0708
2.916400e+00,0.0732
2.916500e+00,0.0732
2.916600e+00,0.0756
2.916700e+00,0.0772
2.916800e+00,0.078
2.916900e+00,0.078
2.917000e+00,0.0812
2.917100e+00,0.082
2.917200e+00,0.0828
2.917300e+00,0.0836
2.917400e+00,0.0844
2.917500e+00,0.0868
2.917600e+00,0.0876
2.917700e+00,0.0892
2.917800e+00,0.0884
2.917900e+00,0.0876
2.918000e+00,0.09
2.918100e+00,0.0908
2.918200e+00,0.09
2.918300e+00,0.0916
2.918400e+00,0.09
2.918500e+00,0.0916
2.918600e+00,0.0932
2.918700e+00,0.0948
2.918800e+00,0.0964
2.918900e+00,0.0948
2.919000e+00,0.0948
2.919100e+00,0.0948
2.919200e+00,0.0972
2.919300e+00,0.0972
2.919400e+00,0.098
2.919500e+00,0.098
2.919600e+00,0.0972
2.919700e+00,0.0988
2.919800e+00,0.0972
2.919900e+00,0.0964
2.920000e+00,0.098
2.920100e+00,0.098
2.920200e+00,0.0964
2.920300e+00,0.098
2.920400e+00,0.0972
2.920500e+00,0.0972
2.920600e+00,0.0972
2.920700e+00,0.098
2.920800e+00,0.0948
2.920900e+00,0.0956
2.921000e+00,0.0948
2.921100e+00,0.0948
2.921200e+00,0.094
2.921300e+00,0.0932
2.921400e+00,0.0916
2.921500e+00,0.0924
2.921600e+00,0.0916
2.921700e+00,0.09
2.921800e+00,0.0884
2.921900e+00,0.0892
2.922000e+00,0.0876
2.922100e+00,0.0876
2.922200e+00,0.0868
2.922300e+00,0.0852
2.922400e+00,0.0852
2.922500e+00,0.0836
2.922600e+00,0.0828
2.922700e+00,0.082
2.922800e+00,0.0804
2.922900e+00,0.0796
2.923000e+00,0.0788
2.923100e+00,0.0788
2.923200e+00,0.0764
2.923300e+00,0.0732
2.923400e+00,0.0692
2.923500e+00,0.0692
2.923600e+00,0.066
2.923700e+00,0.0644
2.923800e+00,0.0612
2.923900e+00,0.0612
2.924000e+00,0.0572
2.924100e+00,0.0548
2.924200e+00,0.0508
2.924300e+00,0.0468
2.924400e+00,0.042
2.924500e+00,0.0356
2.924600e+00,0.0332
2.924700e+00,0.0284
2.924800e+00,0.022
2.924900e+00,0.0196
2.925000e+00,0.0156
2.925100e+00,0.0148
2.925200e+00,0.0164
2.925300e+00,0.0188
2.925400e+00,0.0204
2.925500e+00,0.0252
2.925600e+00,0.0308
2.925700e+00,0.0364
2.925800e+00,0.042
2.925900e+00,0.0476
2.926000e+00,0.0524
2.926100e+00,0.0548
2.926200e+00,0.0596
2.926300e+00,0.0628
2.926400e+00,0.0652
2.926500e+00,0.0676
2.926600e+00,0.07
2.926700e+00,0.0716
2.926800e+00,0.0724
2.926900e+00,0.074
2.927000e+00,0.0764
2.927100e+00,0.0772
2.927200e+00,0.078
